author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
CharmingArsenal,"[""disgust"", ""admiration"", ""amusement""]","[29.17, 25.0, 25.0]",[],"[""disgust"", ""admiration"", ""amusement""]",[],"[""disgust (moderata: 29.17%)"", ""admiration (moderata: 25.00%)"", ""amusement (moderata: 25.00%)""]"
ChestNutSon,"[""admiration"", ""realization"", ""disapproval""]","[16.0, 16.0, 16.0]",[],[],"[""admiration"", ""realization"", ""disapproval""]","[""admiration (debole: 16.00%)"", ""realization (debole: 16.00%)"", ""disapproval (debole: 16.00%)""]"
Chevsapher,"[""approval"", ""annoyance"", ""curiosity""]","[32.0, 20.0, 20.0]",[],"[""approval""]","[""annoyance"", ""curiosity""]","[""approval (moderata: 32.00%)"", ""annoyance (debole: 20.00%)"", ""curiosity (debole: 20.00%)""]"
Cipher_Zaabiz,"[""annoyance"", ""approval"", ""admiration""]","[37.5, 29.17, 20.83]",[],"[""annoyance"", ""approval""]","[""admiration""]","[""annoyance (moderata: 37.50%)"", ""approval (moderata: 29.17%)"", ""admiration (debole: 20.83%)""]"
Ciryher,"[""annoyance"", ""approval"", ""joy""]","[33.33, 19.05, 19.05]",[],"[""annoyance""]","[""approval"", ""joy""]","[""annoyance (moderata: 33.33%)"", ""approval (debole: 19.05%)"", ""joy (debole: 19.05%)""]"
Claided,"[""approval"", ""admiration"", ""curiosity""]","[28.0, 24.0, 16.0]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 28.00%)"", ""admiration (debole: 24.00%)"", ""curiosity (debole: 16.00%)""]"
ClockworkAnd,"[""admiration"", ""annoyance"", ""approval""]","[26.92, 19.23, 19.23]",[],"[""admiration""]","[""annoyance"", ""approval""]","[""admiration (moderata: 26.92%)"", ""annoyance (debole: 19.23%)"", ""approval (debole: 19.23%)""]"
ClosetedAndQueer,"[""approval"", ""surprise"", ""gratitude""]","[33.33, 23.81, 14.29]",[],"[""approval""]","[""surprise"", ""gratitude""]","[""approval (moderata: 33.33%)"", ""surprise (debole: 23.81%)"", ""gratitude (debole: 14.29%)""]"
ClutchHunter,"[""annoyance"", ""approval"", ""disapproval""]","[26.09, 21.74, 17.39]",[],"[""annoyance""]","[""approval"", ""disapproval""]","[""annoyance (moderata: 26.09%)"", ""approval (debole: 21.74%)"", ""disapproval (debole: 17.39%)""]"
CmdBelial,"[""disgust"", ""annoyance"", ""love""]","[48.0, 36.0, 24.0]",[],"[""disgust"", ""annoyance""]","[""love""]","[""disgust (moderata: 48.00%)"", ""annoyance (moderata: 36.00%)"", ""love (debole: 24.00%)""]"
Cocktorpedo,"[""curiosity"", ""approval"", ""disgust""]","[39.13, 34.78, 13.04]",[],"[""curiosity"", ""approval""]","[""disgust""]","[""curiosity (moderata: 39.13%)"", ""approval (moderata: 34.78%)"", ""disgust (debole: 13.04%)""]"
ColdOxygen,"[""curiosity"", ""annoyance"", ""amusement""]","[33.33, 14.29, 9.52]",[],"[""curiosity""]","[""annoyance"", ""amusement""]","[""curiosity (moderata: 33.33%)"", ""annoyance (debole: 14.29%)"", ""amusement (debole: 9.52%)""]"
ColinTheWicked,"[""approval"", ""annoyance"", ""disappointment""]","[36.36, 18.18, 13.64]",[],"[""approval""]","[""annoyance"", ""disappointment""]","[""approval (moderata: 36.36%)"", ""annoyance (debole: 18.18%)"", ""disappointment (debole: 13.64%)""]"
Composer1989,"[""approval"", ""annoyance"", ""disgust""]","[38.46, 23.08, 15.38]",[],"[""approval""]","[""annoyance"", ""disgust""]","[""approval (moderata: 38.46%)"", ""annoyance (debole: 23.08%)"", ""disgust (debole: 15.38%)""]"
CoolGuySteve,"[""admiration"", ""approval"", ""annoyance""]","[22.73, 22.73, 18.18]",[],[],"[""admiration"", ""approval"", ""annoyance""]","[""admiration (debole: 22.73%)"", ""approval (debole: 22.73%)"", ""annoyance (debole: 18.18%)""]"
CoriOreo,"[""approval"", ""caring"", ""love""]","[35.0, 20.0, 20.0]",[],"[""approval""]","[""caring"", ""love""]","[""approval (moderata: 35.00%)"", ""caring (debole: 20.00%)"", ""love (debole: 20.00%)""]"
Corspin,"[""approval"", ""disapproval"", ""curiosity""]","[42.86, 19.05, 19.05]",[],"[""approval""]","[""disapproval"", ""curiosity""]","[""approval (moderata: 42.86%)"", ""disapproval (debole: 19.05%)"", ""curiosity (debole: 19.05%)""]"
CoryTV,"[""approval"", ""realization"", ""optimism""]","[27.27, 18.18, 18.18]",[],"[""approval""]","[""realization"", ""optimism""]","[""approval (moderata: 27.27%)"", ""realization (debole: 18.18%)"", ""optimism (debole: 18.18%)""]"
CountryBoy014,"[""approval"", ""annoyance"", ""disapproval""]","[26.09, 21.74, 21.74]",[],"[""approval""]","[""annoyance"", ""disapproval""]","[""approval (moderata: 26.09%)"", ""annoyance (debole: 21.74%)"", ""disapproval (debole: 21.74%)""]"
CptHomer,"[""disapproval"", ""approval"", ""curiosity""]","[35.0, 25.0, 20.0]",[],"[""disapproval"", ""approval""]","[""curiosity""]","[""disapproval (moderata: 35.00%)"", ""approval (moderata: 25.00%)"", ""curiosity (debole: 20.00%)""]"
Craig,"[""approval"", ""love"", ""annoyance""]","[22.22, 18.52, 18.52]",[],[],"[""approval"", ""love"", ""annoyance""]","[""approval (debole: 22.22%)"", ""love (debole: 18.52%)"", ""annoyance (debole: 18.52%)""]"
CrateredMoon,"[""disgust"", ""annoyance"", ""fear""]","[42.86, 32.14, 21.43]",[],"[""disgust"", ""annoyance""]","[""fear""]","[""disgust (moderata: 42.86%)"", ""annoyance (moderata: 32.14%)"", ""fear (debole: 21.43%)""]"
CrimsonSmear,"[""approval"", ""annoyance"", ""realization""]","[26.09, 17.39, 17.39]",[],"[""approval""]","[""annoyance"", ""realization""]","[""approval (moderata: 26.09%)"", ""annoyance (debole: 17.39%)"", ""realization (debole: 17.39%)""]"
Crunchthemoles,"[""approval"", ""admiration"", ""disgust""]","[32.14, 21.43, 21.43]",[],"[""approval""]","[""admiration"", ""disgust""]","[""approval (moderata: 32.14%)"", ""admiration (debole: 21.43%)"", ""disgust (debole: 21.43%)""]"
Crups,"[""approval"", ""disapproval"", ""annoyance""]","[28.57, 25.0, 21.43]",[],"[""approval"", ""disapproval""]","[""annoyance""]","[""approval (moderata: 28.57%)"", ""disapproval (moderata: 25.00%)"", ""annoyance (debole: 21.43%)""]"
CrushHazard,"[""disapproval"", ""disgust"", ""approval""]","[46.43, 32.14, 32.14]",[],"[""disapproval"", ""disgust"", ""approval""]",[],"[""disapproval (moderata: 46.43%)"", ""disgust (moderata: 32.14%)"", ""approval (moderata: 32.14%)""]"
Crysicia,"[""admiration"", ""approval"", ""curiosity""]","[21.74, 21.74, 21.74]",[],[],"[""admiration"", ""approval"", ""curiosity""]","[""admiration (debole: 21.74%)"", ""approval (debole: 21.74%)"", ""curiosity (debole: 21.74%)""]"
Cuandoman,"[""approval"", ""curiosity"", ""confusion""]","[34.62, 30.77, 15.38]",[],"[""approval"", ""curiosity""]","[""confusion""]","[""approval (moderata: 34.62%)"", ""curiosity (moderata: 30.77%)"", ""confusion (debole: 15.38%)""]"
Curt04,"[""annoyance"", ""approval"", ""disapproval""]","[26.92, 23.08, 15.38]",[],"[""annoyance""]","[""approval"", ""disapproval""]","[""annoyance (moderata: 26.92%)"", ""approval (debole: 23.08%)"", ""disapproval (debole: 15.38%)""]"
Cyllya,"[""approval"", ""disapproval"", ""disgust""]","[46.15, 42.31, 38.46]",[],"[""approval"", ""disapproval"", ""disgust""]",[],"[""approval (moderata: 46.15%)"", ""disapproval (moderata: 42.31%)"", ""disgust (moderata: 38.46%)""]"
Cynaria,"[""admiration"", ""approval"", ""love""]","[25.0, 20.83, 16.67]",[],"[""admiration""]","[""approval"", ""love""]","[""admiration (moderata: 25.00%)"", ""approval (debole: 20.83%)"", ""love (debole: 16.67%)""]"
D3SX,"[""disgust"", ""anger"", ""admiration""]","[25.0, 17.86, 14.29]",[],"[""disgust""]","[""anger"", ""admiration""]","[""disgust (moderata: 25.00%)"", ""anger (debole: 17.86%)"", ""admiration (debole: 14.29%)""]"
DBucks1975,"[""curiosity"", ""confusion"", ""optimism""]","[28.57, 21.43, 14.29]",[],"[""curiosity""]","[""confusion"", ""optimism""]","[""curiosity (moderata: 28.57%)"", ""confusion (debole: 21.43%)"", ""optimism (debole: 14.29%)""]"
DDickens1192,"[""approval"", ""disapproval"", ""optimism""]","[34.62, 19.23, 19.23]",[],"[""approval""]","[""disapproval"", ""optimism""]","[""approval (moderata: 34.62%)"", ""disapproval (debole: 19.23%)"", ""optimism (debole: 19.23%)""]"
DF44,"[""approval"", ""curiosity"", ""annoyance""]","[26.92, 23.08, 19.23]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 26.92%)"", ""curiosity (debole: 23.08%)"", ""annoyance (debole: 19.23%)""]"
DI3MONDD,"[""disappointment"", ""optimism"", ""embarrassment""]","[30.77, 26.92, 19.23]",[],"[""disappointment"", ""optimism""]","[""embarrassment""]","[""disappointment (moderata: 30.77%)"", ""optimism (moderata: 26.92%)"", ""embarrassment (debole: 19.23%)""]"
DSMan195276,"[""disapproval"", ""annoyance"", ""approval""]","[50.0, 36.67, 30.0]","[""disapproval""]","[""annoyance"", ""approval""]",[],"[""disapproval (forte: 50.00%)"", ""annoyance (moderata: 36.67%)"", ""approval (moderata: 30.00%)""]"
DakotaRayne,"[""curiosity"", ""approval"", ""amusement""]","[39.13, 34.78, 13.04]",[],"[""curiosity"", ""approval""]","[""amusement""]","[""curiosity (moderata: 39.13%)"", ""approval (moderata: 34.78%)"", ""amusement (debole: 13.04%)""]"
Dangalf-,"[""approval"", ""gratitude"", ""confusion""]","[38.46, 23.08, 19.23]",[],"[""approval""]","[""gratitude"", ""confusion""]","[""approval (moderata: 38.46%)"", ""gratitude (debole: 23.08%)"", ""confusion (debole: 19.23%)""]"
Danny1994m,"[""curiosity"", ""confusion"", ""annoyance""]","[26.09, 13.04, 8.7]",[],"[""curiosity""]","[""confusion"", ""annoyance""]","[""curiosity (moderata: 26.09%)"", ""confusion (debole: 13.04%)"", ""annoyance (debole: 8.70%)""]"
DarkHesperus,"[""curiosity"", ""confusion"", ""approval""]","[30.77, 26.92, 23.08]",[],"[""curiosity"", ""confusion""]","[""approval""]","[""curiosity (moderata: 30.77%)"", ""confusion (moderata: 26.92%)"", ""approval (debole: 23.08%)""]"
Darkee33,"[""annoyance"", ""approval"", ""gratitude""]","[20.0, 20.0, 16.0]",[],[],"[""annoyance"", ""approval"", ""gratitude""]","[""annoyance (debole: 20.00%)"", ""approval (debole: 20.00%)"", ""gratitude (debole: 16.00%)""]"
DarthHedonist,"[""admiration"", ""approval"", ""curiosity""]","[26.92, 15.38, 11.54]",[],"[""admiration""]","[""approval"", ""curiosity""]","[""admiration (moderata: 26.92%)"", ""approval (debole: 15.38%)"", ""curiosity (debole: 11.54%)""]"
DarthSunshine,"[""curiosity"", ""admiration"", ""approval""]","[34.62, 11.54, 11.54]",[],"[""curiosity""]","[""admiration"", ""approval""]","[""curiosity (moderata: 34.62%)"", ""admiration (debole: 11.54%)"", ""approval (debole: 11.54%)""]"
Deadpanpancakes,"[""disapproval"", ""annoyance"", ""love""]","[41.18, 29.41, 23.53]",[],"[""disapproval"", ""annoyance""]","[""love""]","[""disapproval (moderata: 41.18%)"", ""annoyance (moderata: 29.41%)"", ""love (debole: 23.53%)""]"
DeeMI5I0,"[""approval"", ""admiration"", ""curiosity""]","[25.0, 20.83, 16.67]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 25.00%)"", ""admiration (debole: 20.83%)"", ""curiosity (debole: 16.67%)""]"
DejWoSWK,"[""curiosity"", ""approval"", ""admiration""]","[33.33, 29.17, 25.0]",[],"[""curiosity"", ""approval"", ""admiration""]",[],"[""curiosity (moderata: 33.33%)"", ""approval (moderata: 29.17%)"", ""admiration (moderata: 25.00%)""]"
Denasmee,"[""approval"", ""love"", ""annoyance""]","[33.33, 22.22, 18.52]",[],"[""approval""]","[""love"", ""annoyance""]","[""approval (moderata: 33.33%)"", ""love (debole: 22.22%)"", ""annoyance (debole: 18.52%)""]"
DenebVegaAltair,"[""approval"", ""annoyance"", ""curiosity""]","[20.83, 16.67, 16.67]",[],[],"[""approval"", ""annoyance"", ""curiosity""]","[""approval (debole: 20.83%)"", ""annoyance (debole: 16.67%)"", ""curiosity (debole: 16.67%)""]"
Deroni76,"[""approval"", ""admiration"", ""curiosity""]","[25.0, 20.83, 16.67]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 25.00%)"", ""admiration (debole: 20.83%)"", ""curiosity (debole: 16.67%)""]"
Derse,"[""annoyance"", ""realization"", ""curiosity""]","[21.74, 13.04, 13.04]",[],[],"[""annoyance"", ""realization"", ""curiosity""]","[""annoyance (debole: 21.74%)"", ""realization (debole: 13.04%)"", ""curiosity (debole: 13.04%)""]"
Descending_,"[""approval"", ""disgust"", ""gratitude""]","[40.74, 33.33, 29.63]",[],"[""approval"", ""disgust"", ""gratitude""]",[],"[""approval (moderata: 40.74%)"", ""disgust (moderata: 33.33%)"", ""gratitude (moderata: 29.63%)""]"
DialMforMuffins,"[""approval"", ""disgust"", ""admiration""]","[25.0, 25.0, 15.0]",[],"[""approval"", ""disgust""]","[""admiration""]","[""approval (moderata: 25.00%)"", ""disgust (moderata: 25.00%)"", ""admiration (debole: 15.00%)""]"
Dickwheel,"[""approval"", ""amusement"", ""anger""]","[25.0, 21.43, 17.86]",[],"[""approval""]","[""amusement"", ""anger""]","[""approval (moderata: 25.00%)"", ""amusement (debole: 21.43%)"", ""anger (debole: 17.86%)""]"
Disrupturous,"[""approval"", ""admiration"", ""disapproval""]","[27.27, 22.73, 22.73]",[],"[""approval""]","[""admiration"", ""disapproval""]","[""approval (moderata: 27.27%)"", ""admiration (debole: 22.73%)"", ""disapproval (debole: 22.73%)""]"
Divector,"[""curiosity"", ""optimism"", ""disapproval""]","[20.83, 16.67, 16.67]",[],[],"[""curiosity"", ""optimism"", ""disapproval""]","[""curiosity (debole: 20.83%)"", ""optimism (debole: 16.67%)"", ""disapproval (debole: 16.67%)""]"
Djzongreethesecond,"[""annoyance"", ""curiosity"", ""disapproval""]","[22.22, 22.22, 22.22]",[],[],"[""annoyance"", ""curiosity"", ""disapproval""]","[""annoyance (debole: 22.22%)"", ""curiosity (debole: 22.22%)"", ""disapproval (debole: 22.22%)""]"
Dmanadatory,"[""approval"", ""admiration"", ""gratitude""]","[25.93, 18.52, 18.52]",[],"[""approval""]","[""admiration"", ""gratitude""]","[""approval (moderata: 25.93%)"", ""admiration (debole: 18.52%)"", ""gratitude (debole: 18.52%)""]"
Doc_Mharti,"[""approval"", ""admiration"", ""disappointment""]","[37.04, 14.81, 14.81]",[],"[""approval""]","[""admiration"", ""disappointment""]","[""approval (moderata: 37.04%)"", ""admiration (debole: 14.81%)"", ""disappointment (debole: 14.81%)""]"
DoctorMolotov,"[""approval"", ""disapproval"", ""admiration""]","[29.17, 20.83, 16.67]",[],"[""approval""]","[""disapproval"", ""admiration""]","[""approval (moderata: 29.17%)"", ""disapproval (debole: 20.83%)"", ""admiration (debole: 16.67%)""]"
Doeido,"[""curiosity"", ""disapproval"", ""anger""]","[20.83, 16.67, 16.67]",[],[],"[""curiosity"", ""disapproval"", ""anger""]","[""curiosity (debole: 20.83%)"", ""disapproval (debole: 16.67%)"", ""anger (debole: 16.67%)""]"
DomCaboose,"[""admiration"", ""approval"", ""disapproval""]","[32.0, 28.0, 20.0]",[],"[""admiration"", ""approval""]","[""disapproval""]","[""admiration (moderata: 32.00%)"", ""approval (moderata: 28.00%)"", ""disapproval (debole: 20.00%)""]"
DontForceMe,"[""approval"", ""disapproval"", ""annoyance""]","[36.0, 32.0, 20.0]",[],"[""approval"", ""disapproval""]","[""annoyance""]","[""approval (moderata: 36.00%)"", ""disapproval (moderata: 32.00%)"", ""annoyance (debole: 20.00%)""]"
DownInDemerara,"[""approval"", ""disapproval"", ""curiosity""]","[60.0, 25.0, 15.0]","[""approval""]","[""disapproval""]","[""curiosity""]","[""approval (forte: 60.00%)"", ""disapproval (moderata: 25.00%)"", ""curiosity (debole: 15.00%)""]"
DrIGGI,"[""approval"", ""curiosity"", ""disgust""]","[34.78, 17.39, 13.04]",[],"[""approval""]","[""curiosity"", ""disgust""]","[""approval (moderata: 34.78%)"", ""curiosity (debole: 17.39%)"", ""disgust (debole: 13.04%)""]"
DrJack3133,"[""confusion"", ""optimism"", ""realization""]","[21.05, 21.05, 15.79]",[],[],"[""confusion"", ""optimism"", ""realization""]","[""confusion (debole: 21.05%)"", ""optimism (debole: 21.05%)"", ""realization (debole: 15.79%)""]"
Drake_Erif,"[""approval"", ""curiosity"", ""optimism""]","[25.93, 18.52, 18.52]",[],"[""approval""]","[""curiosity"", ""optimism""]","[""approval (moderata: 25.93%)"", ""curiosity (debole: 18.52%)"", ""optimism (debole: 18.52%)""]"
Dravidor,"[""curiosity"", ""approval"", ""admiration""]","[42.31, 26.92, 15.38]",[],"[""curiosity"", ""approval""]","[""admiration""]","[""curiosity (moderata: 42.31%)"", ""approval (moderata: 26.92%)"", ""admiration (debole: 15.38%)""]"
Dre4deau,"[""disgust"", ""admiration"", ""annoyance""]","[23.08, 19.23, 15.38]",[],[],"[""disgust"", ""admiration"", ""annoyance""]","[""disgust (debole: 23.08%)"", ""admiration (debole: 19.23%)"", ""annoyance (debole: 15.38%)""]"
Dream_Cancel,"[""admiration"", ""disgust"", ""curiosity""]","[28.0, 28.0, 24.0]",[],"[""admiration"", ""disgust""]","[""curiosity""]","[""admiration (moderata: 28.00%)"", ""disgust (moderata: 28.00%)"", ""curiosity (debole: 24.00%)""]"
Duganmaster,"[""disapproval"", ""annoyance"", ""disappointment""]","[25.0, 25.0, 12.5]",[],"[""disapproval"", ""annoyance""]","[""disappointment""]","[""disapproval (moderata: 25.00%)"", ""annoyance (moderata: 25.00%)"", ""disappointment (debole: 12.50%)""]"
Duncs11,"[""approval"", ""annoyance"", ""disapproval""]","[41.67, 29.17, 20.83]",[],"[""approval"", ""annoyance""]","[""disapproval""]","[""approval (moderata: 41.67%)"", ""annoyance (moderata: 29.17%)"", ""disapproval (debole: 20.83%)""]"
Dungeon567,"[""approval"", ""disappointment"", ""annoyance""]","[26.92, 23.08, 19.23]",[],"[""approval""]","[""disappointment"", ""annoyance""]","[""approval (moderata: 26.92%)"", ""disappointment (debole: 23.08%)"", ""annoyance (debole: 19.23%)""]"
EbolaNF,"[""admiration"", ""annoyance"", ""disgust""]","[27.78, 16.67, 16.67]",[],"[""admiration""]","[""annoyance"", ""disgust""]","[""admiration (moderata: 27.78%)"", ""annoyance (debole: 16.67%)"", ""disgust (debole: 16.67%)""]"
EdgierDoge,"[""annoyance"", ""approval"", ""realization""]","[28.57, 25.0, 17.86]",[],"[""annoyance"", ""approval""]","[""realization""]","[""annoyance (moderata: 28.57%)"", ""approval (moderata: 25.00%)"", ""realization (debole: 17.86%)""]"
ElaineofAstolat,"[""curiosity"", ""gratitude"", ""admiration""]","[42.86, 17.86, 14.29]",[],"[""curiosity""]","[""gratitude"", ""admiration""]","[""curiosity (moderata: 42.86%)"", ""gratitude (debole: 17.86%)"", ""admiration (debole: 14.29%)""]"
ElenaSalander,"[""excitement"", ""admiration"", ""surprise""]","[28.57, 23.81, 23.81]",[],"[""excitement""]","[""admiration"", ""surprise""]","[""excitement (moderata: 28.57%)"", ""admiration (debole: 23.81%)"", ""surprise (debole: 23.81%)""]"
EloquentSolitude,"[""approval"", ""caring"", ""disapproval""]","[26.92, 19.23, 19.23]",[],"[""approval""]","[""caring"", ""disapproval""]","[""approval (moderata: 26.92%)"", ""caring (debole: 19.23%)"", ""disapproval (debole: 19.23%)""]"
Elradrielia,"[""admiration"", ""curiosity"", ""caring""]","[28.57, 28.57, 21.43]",[],"[""admiration"", ""curiosity""]","[""caring""]","[""admiration (moderata: 28.57%)"", ""curiosity (moderata: 28.57%)"", ""caring (debole: 21.43%)""]"
Embarrassed_Delay,"[""approval"", ""disapproval"", ""optimism""]","[20.0, 16.67, 16.67]",[],[],"[""approval"", ""disapproval"", ""optimism""]","[""approval (debole: 20.00%)"", ""disapproval (debole: 16.67%)"", ""optimism (debole: 16.67%)""]"
Emma__L,"[""approval"", ""love"", ""admiration""]","[26.92, 26.92, 19.23]",[],"[""approval"", ""love""]","[""admiration""]","[""approval (moderata: 26.92%)"", ""love (moderata: 26.92%)"", ""admiration (debole: 19.23%)""]"
Enthalpy00,"[""approval"", ""disgust"", ""curiosity""]","[18.52, 14.81, 11.11]",[],[],"[""approval"", ""disgust"", ""curiosity""]","[""approval (debole: 18.52%)"", ""disgust (debole: 14.81%)"", ""curiosity (debole: 11.11%)""]"
EntrepreneurHughes,"[""approval"", ""caring"", ""disgust""]","[38.46, 19.23, 19.23]",[],"[""approval""]","[""caring"", ""disgust""]","[""approval (moderata: 38.46%)"", ""caring (debole: 19.23%)"", ""disgust (debole: 19.23%)""]"
